cue,patterns (|),feelings (|),needs (|),example
inefficacy-generalization-i-explained-improve,"nothing i explained .* improve|nothing i explained .* ever .* improve|nothing .* improve ever|nothing i explained.*, it (?:doesn'?t|won't) (?:improve)|whatever i explained.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explained .* improve|never i explained .* at all .* improve|never .* improve at all|never i explained.*, it (?:doesn'?t|won't) (?:improve)|no matter what i explained .* improve|no matter what i explained.*, it (?:doesn'?t|won't) (?:improve)|whatever i explained .* improve|whatever i explained.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I explained and it didn't improve, even after multiple attempts."
inefficacy-generalization-i-explained-get better,"nothing i explained .* get better|nothing i explained .* ever .* get better|nothing .* get better ever|nothing i explained.*, it (?:doesn'?t|won't) (?:get|better)|whatever i explained.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explained .* get better|never i explained .* at all .* get better|never .* get better at all|never i explained.*, it (?:doesn'?t|won't) (?:get|better)|no matter what i explained .* get better|no matter what i explained.*, it (?:doesn'?t|won't) (?:get|better)|whatever i explained .* get better|whatever i explained.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I explained and it didn't get better, even after multiple attempts."
inefficacy-generalization-i-ask-work,"nothing i ask .* work|nothing i ask .* ever .* work|nothing .* work ever|nothing i ask.*, it (?:doesn'?t|won't) (?:work)|whatever i ask.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i ask .* work|never i ask .* at all .* work|never .* work at all|never i ask.*, it (?:doesn'?t|won't) (?:work)|no matter what i ask .* work|no matter what i ask.*, it (?:doesn'?t|won't) (?:work)|whatever i ask .* work|whatever i ask.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"I ask and it didn't work, even after multiple attempts."
inefficacy-generalization-i-ask-help,"nothing i ask .* help|nothing i ask .* ever .* help|nothing .* help ever|nothing i ask.*, it (?:doesn'?t|won't) (?:help)|whatever i ask.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i ask .* help|never i ask .* at all .* help|never .* help at all|never i ask.*, it (?:doesn'?t|won't) (?:help)|no matter what i ask .* help|no matter what i ask.*, it (?:doesn'?t|won't) (?:help)|whatever i ask .* help|whatever i ask.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"I ask and it didn't help, even after multiple attempts."
inefficacy-generalization-i-ask-change,"nothing i ask .* change|nothing i ask .* ever .* change|nothing .* change ever|nothing i ask.*, it (?:doesn'?t|won't) (?:change)|whatever i ask.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i ask .* change|never i ask .* at all .* change|never .* change at all|never i ask.*, it (?:doesn'?t|won't) (?:change)|no matter what i ask .* change|no matter what i ask.*, it (?:doesn'?t|won't) (?:change)|whatever i ask .* change|whatever i ask.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I ask and it didn't change, even after multiple attempts."
inefficacy-generalization-i-ask-matter,"nothing i ask .* matter|nothing i ask .* ever .* matter|nothing .* matter ever|nothing i ask.*, it (?:doesn'?t|won't) (?:matter)|whatever i ask.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i ask .* matter|never i ask .* at all .* matter|never .* matter at all|never i ask.*, it (?:doesn'?t|won't) (?:matter)|no matter what i ask .* matter|no matter what i ask.*, it (?:doesn'?t|won't) (?:matter)|whatever i ask .* matter|whatever i ask.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I ask and it didn't matter, even after multiple attempts."
inefficacy-generalization-i-ask-improve,"nothing i ask .* improve|nothing i ask .* ever .* improve|nothing .* improve ever|nothing i ask.*, it (?:doesn'?t|won't) (?:improve)|whatever i ask.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i ask .* improve|never i ask .* at all .* improve|never .* improve at all|never i ask.*, it (?:doesn'?t|won't) (?:improve)|no matter what i ask .* improve|no matter what i ask.*, it (?:doesn'?t|won't) (?:improve)|whatever i ask .* improve|whatever i ask.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I ask and it didn't improve, even after multiple attempts."
inefficacy-generalization-i-ask-get better,"nothing i ask .* get better|nothing i ask .* ever .* get better|nothing .* get better ever|nothing i ask.*, it (?:doesn'?t|won't) (?:get|better)|whatever i ask.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i ask .* get better|never i ask .* at all .* get better|never .* get better at all|never i ask.*, it (?:doesn'?t|won't) (?:get|better)|no matter what i ask .* get better|no matter what i ask.*, it (?:doesn'?t|won't) (?:get|better)|whatever i ask .* get better|whatever i ask.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I ask and it didn't get better, even after multiple attempts."
inefficacy-generalization-i-asked-work,"nothing i asked .* work|nothing i asked .* ever .* work|nothing .* work ever|nothing i asked.*, it (?:doesn'?t|won't) (?:work)|whatever i asked.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i asked .* work|never i asked .* at all .* work|never .* work at all|never i asked.*, it (?:doesn'?t|won't) (?:work)|no matter what i asked .* work|no matter what i asked.*, it (?:doesn'?t|won't) (?:work)|whatever i asked .* work|whatever i asked.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"I asked and it didn't work, even after multiple attempts."
inefficacy-generalization-i-asked-help,"nothing i asked .* help|nothing i asked .* ever .* help|nothing .* help ever|nothing i asked.*, it (?:doesn'?t|won't) (?:help)|whatever i asked.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i asked .* help|never i asked .* at all .* help|never .* help at all|never i asked.*, it (?:doesn'?t|won't) (?:help)|no matter what i asked .* help|no matter what i asked.*, it (?:doesn'?t|won't) (?:help)|whatever i asked .* help|whatever i asked.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"I asked and it didn't help, even after multiple attempts."
inefficacy-generalization-i-asked-change,"nothing i asked .* change|nothing i asked .* ever .* change|nothing .* change ever|nothing i asked.*, it (?:doesn'?t|won't) (?:change)|whatever i asked.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i asked .* change|never i asked .* at all .* change|never .* change at all|never i asked.*, it (?:doesn'?t|won't) (?:change)|no matter what i asked .* change|no matter what i asked.*, it (?:doesn'?t|won't) (?:change)|whatever i asked .* change|whatever i asked.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I asked and it didn't change, even after multiple attempts."
inefficacy-generalization-i-asked-matter,"nothing i asked .* matter|nothing i asked .* ever .* matter|nothing .* matter ever|nothing i asked.*, it (?:doesn'?t|won't) (?:matter)|whatever i asked.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i asked .* matter|never i asked .* at all .* matter|never .* matter at all|never i asked.*, it (?:doesn'?t|won't) (?:matter)|no matter what i asked .* matter|no matter what i asked.*, it (?:doesn'?t|won't) (?:matter)|whatever i asked .* matter|whatever i asked.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I asked and it didn't matter, even after multiple attempts."
inefficacy-generalization-i-asked-improve,"nothing i asked .* improve|nothing i asked .* ever .* improve|nothing .* improve ever|nothing i asked.*, it (?:doesn'?t|won't) (?:improve)|whatever i asked.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i asked .* improve|never i asked .* at all .* improve|never .* improve at all|never i asked.*, it (?:doesn'?t|won't) (?:improve)|no matter what i asked .* improve|no matter what i asked.*, it (?:doesn'?t|won't) (?:improve)|whatever i asked .* improve|whatever i asked.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I asked and it didn't improve, even after multiple attempts."
inefficacy-generalization-i-asked-get better,"nothing i asked .* get better|nothing i asked .* ever .* get better|nothing .* get better ever|nothing i asked.*, it (?:doesn'?t|won't) (?:get|better)|whatever i asked.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i asked .* get better|never i asked .* at all .* get better|never .* get better at all|never i asked.*, it (?:doesn'?t|won't) (?:get|better)|no matter what i asked .* get better|no matter what i asked.*, it (?:doesn'?t|won't) (?:get|better)|whatever i asked .* get better|whatever i asked.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I asked and it didn't get better, even after multiple attempts."
inefficacy-generalization-we-do-work,"nothing we do .* work|nothing we do .* ever .* work|nothing .* work ever|nothing we do.*, it (?:doesn'?t|won't) (?:work)|whatever we do.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we do .* work|never we do .* at all .* work|never .* work at all|never we do.*, it (?:doesn'?t|won't) (?:work)|no matter what we do .* work|no matter what we do.*, it (?:doesn'?t|won't) (?:work)|whatever we do .* work|whatever we do.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"We do and it didn't work, even after multiple attempts."
inefficacy-generalization-we-do-help,"nothing we do .* help|nothing we do .* ever .* help|nothing .* help ever|nothing we do.*, it (?:doesn'?t|won't) (?:help)|whatever we do.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we do .* help|never we do .* at all .* help|never .* help at all|never we do.*, it (?:doesn'?t|won't) (?:help)|no matter what we do .* help|no matter what we do.*, it (?:doesn'?t|won't) (?:help)|whatever we do .* help|whatever we do.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"We do and it didn't help, even after multiple attempts."
inefficacy-generalization-we-do-change,"nothing we do .* change|nothing we do .* ever .* change|nothing .* change ever|nothing we do.*, it (?:doesn'?t|won't) (?:change)|whatever we do.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we do .* change|never we do .* at all .* change|never .* change at all|never we do.*, it (?:doesn'?t|won't) (?:change)|no matter what we do .* change|no matter what we do.*, it (?:doesn'?t|won't) (?:change)|whatever we do .* change|whatever we do.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We do and it didn't change, even after multiple attempts."
inefficacy-generalization-we-do-matter,"nothing we do .* matter|nothing we do .* ever .* matter|nothing .* matter ever|nothing we do.*, it (?:doesn'?t|won't) (?:matter)|whatever we do.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we do .* matter|never we do .* at all .* matter|never .* matter at all|never we do.*, it (?:doesn'?t|won't) (?:matter)|no matter what we do .* matter|no matter what we do.*, it (?:doesn'?t|won't) (?:matter)|whatever we do .* matter|whatever we do.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We do and it didn't matter, even after multiple attempts."
inefficacy-generalization-we-do-improve,"nothing we do .* improve|nothing we do .* ever .* improve|nothing .* improve ever|nothing we do.*, it (?:doesn'?t|won't) (?:improve)|whatever we do.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we do .* improve|never we do .* at all .* improve|never .* improve at all|never we do.*, it (?:doesn'?t|won't) (?:improve)|no matter what we do .* improve|no matter what we do.*, it (?:doesn'?t|won't) (?:improve)|whatever we do .* improve|whatever we do.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We do and it didn't improve, even after multiple attempts."
inefficacy-generalization-we-do-get better,"nothing we do .* get better|nothing we do .* ever .* get better|nothing .* get better ever|nothing we do.*, it (?:doesn'?t|won't) (?:get|better)|whatever we do.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we do .* get better|never we do .* at all .* get better|never .* get better at all|never we do.*, it (?:doesn'?t|won't) (?:get|better)|no matter what we do .* get better|no matter what we do.*, it (?:doesn'?t|won't) (?:get|better)|whatever we do .* get better|whatever we do.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We do and it didn't get better, even after multiple attempts."
inefficacy-generalization-we-did-work,"nothing we did .* work|nothing we did .* ever .* work|nothing .* work ever|nothing we did.*, it (?:doesn'?t|won't) (?:work)|whatever we did.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we did .* work|never we did .* at all .* work|never .* work at all|never we did.*, it (?:doesn'?t|won't) (?:work)|no matter what we did .* work|no matter what we did.*, it (?:doesn'?t|won't) (?:work)|whatever we did .* work|whatever we did.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"We did and it didn't work, even after multiple attempts."
inefficacy-generalization-we-did-help,"nothing we did .* help|nothing we did .* ever .* help|nothing .* help ever|nothing we did.*, it (?:doesn'?t|won't) (?:help)|whatever we did.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we did .* help|never we did .* at all .* help|never .* help at all|never we did.*, it (?:doesn'?t|won't) (?:help)|no matter what we did .* help|no matter what we did.*, it (?:doesn'?t|won't) (?:help)|whatever we did .* help|whatever we did.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"We did and it didn't help, even after multiple attempts."
inefficacy-generalization-we-did-change,"nothing we did .* change|nothing we did .* ever .* change|nothing .* change ever|nothing we did.*, it (?:doesn'?t|won't) (?:change)|whatever we did.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we did .* change|never we did .* at all .* change|never .* change at all|never we did.*, it (?:doesn'?t|won't) (?:change)|no matter what we did .* change|no matter what we did.*, it (?:doesn'?t|won't) (?:change)|whatever we did .* change|whatever we did.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We did and it didn't change, even after multiple attempts."
inefficacy-generalization-we-did-matter,"nothing we did .* matter|nothing we did .* ever .* matter|nothing .* matter ever|nothing we did.*, it (?:doesn'?t|won't) (?:matter)|whatever we did.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we did .* matter|never we did .* at all .* matter|never .* matter at all|never we did.*, it (?:doesn'?t|won't) (?:matter)|no matter what we did .* matter|no matter what we did.*, it (?:doesn'?t|won't) (?:matter)|whatever we did .* matter|whatever we did.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We did and it didn't matter, even after multiple attempts."
inefficacy-generalization-we-did-improve,"nothing we did .* improve|nothing we did .* ever .* improve|nothing .* improve ever|nothing we did.*, it (?:doesn'?t|won't) (?:improve)|whatever we did.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we did .* improve|never we did .* at all .* improve|never .* improve at all|never we did.*, it (?:doesn'?t|won't) (?:improve)|no matter what we did .* improve|no matter what we did.*, it (?:doesn'?t|won't) (?:improve)|whatever we did .* improve|whatever we did.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We did and it didn't improve, even after multiple attempts."
inefficacy-generalization-we-did-get better,"nothing we did .* get better|nothing we did .* ever .* get better|nothing .* get better ever|nothing we did.*, it (?:doesn'?t|won't) (?:get|better)|whatever we did.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we did .* get better|never we did .* at all .* get better|never .* get better at all|never we did.*, it (?:doesn'?t|won't) (?:get|better)|no matter what we did .* get better|no matter what we did.*, it (?:doesn'?t|won't) (?:get|better)|whatever we did .* get better|whatever we did.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We did and it didn't get better, even after multiple attempts."
inefficacy-generalization-we-try-work,"nothing we try .* work|nothing we try .* ever .* work|nothing .* work ever|nothing we try.*, it (?:doesn'?t|won't) (?:work)|whatever we try.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we try .* work|never we try .* at all .* work|never .* work at all|never we try.*, it (?:doesn'?t|won't) (?:work)|no matter what we try .* work|no matter what we try.*, it (?:doesn'?t|won't) (?:work)|whatever we try .* work|whatever we try.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"We try and it didn't work, even after multiple attempts."
inefficacy-generalization-we-try-help,"nothing we try .* help|nothing we try .* ever .* help|nothing .* help ever|nothing we try.*, it (?:doesn'?t|won't) (?:help)|whatever we try.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we try .* help|never we try .* at all .* help|never .* help at all|never we try.*, it (?:doesn'?t|won't) (?:help)|no matter what we try .* help|no matter what we try.*, it (?:doesn'?t|won't) (?:help)|whatever we try .* help|whatever we try.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"We try and it didn't help, even after multiple attempts."
inefficacy-generalization-we-try-change,"nothing we try .* change|nothing we try .* ever .* change|nothing .* change ever|nothing we try.*, it (?:doesn'?t|won't) (?:change)|whatever we try.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|we can'?t (?:do anything right|make it work|make a difference|get through|win)|why do we even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what we (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never we try .* change|never we try .* at all .* change|never .* change at all|never we try.*, it (?:doesn'?t|won't) (?:change)|no matter what we try .* change|no matter what we try.*, it (?:doesn'?t|won't) (?:change)|whatever we try .* change|whatever we try.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"We try and it didn't change, even after multiple attempts."
