cue,patterns (|),feelings (|),needs (|),example
feeling-frightened-relationship,stopped replying for days|canceled plans last minute|compared me to an ex,Frightened|anxious|hurt,Closeness|To be seen|Love/Caring|Acceptance,They canceled our plan at the last minute and stopped replying.
feeling-frightened-public,cut in line at checkout|crowded train pressed against me|someone shouted near my ear,Frightened|anxious|hurt,Equality|Respect|Safety|Community,Someone cut in front of me in a long line at the store.
feeling-frightened-digital,posted my photo without consent|forwarded my email to others|tagged me publicly without context,Frightened|anxious|hurt,Privacy|To be seen|Accountability|Justice,A photo of me was posted publicly without asking first.
feeling-helpless-work,feedback given in public|credit taken by someone else|deadline moved earlier without asking,Helpless|anxious|hurt,Accountability|Justice|To be heard|Peer Respect,Feedback about me was given publicly without any heads-up.
feeling-helpless-relationship,stopped replying for days|canceled plans last minute|compared me to an ex,Helpless|anxious|hurt,Closeness|To be seen|Love/Caring|Acceptance,They canceled our plan at the last minute and stopped replying.
feeling-helpless-public,cut in line at checkout|crowded train pressed against me|someone shouted near my ear,Helpless|anxious|hurt,Equality|Respect|Safety|Community,Someone cut in front of me in a long line at the store.
feeling-helpless-digital,posted my photo without consent|forwarded my email to others|tagged me publicly without context,Helpless|anxious|hurt,Privacy|To be seen|Accountability|Justice,A photo of me was posted publicly without asking first.
feeling-hostile-work,feedback given in public|credit taken by someone else|deadline moved earlier without asking,Hostile|anxious|hurt,Accountability|Justice|To be heard|Peer Respect,Feedback about me was given publicly without any heads-up.
feeling-hostile-relationship,stopped replying for days|canceled plans last minute|compared me to an ex,Hostile|anxious|hurt,Closeness|To be seen|Love/Caring|Acceptance,They canceled our plan at the last minute and stopped replying.
feeling-hostile-public,cut in line at checkout|crowded train pressed against me|someone shouted near my ear,Hostile|anxious|hurt,Equality|Respect|Safety|Community,Someone cut in front of me in a long line at the store.
feeling-hostile-digital,posted my photo without consent|forwarded my email to others|tagged me publicly without context,Hostile|anxious|hurt,Privacy|To be seen|Accountability|Justice,A photo of me was posted publicly without asking first.
feeling-impotent-work,feedback given in public|credit taken by someone else|deadline moved earlier without asking,Impotent|anxious|hurt,Accountability|Justice|To be heard|Peer Respect,Feedback about me was given publicly without any heads-up.
feeling-impotent-relationship,stopped replying for days|canceled plans last minute|compared me to an ex,Impotent|anxious|hurt,Closeness|To be seen|Love/Caring|Acceptance,They canceled our plan at the last minute and stopped replying.
feeling-impotent-public,cut in line at checkout|crowded train pressed against me|someone shouted near my ear,Impotent|anxious|hurt,Equality|Respect|Safety|Community,Someone cut in front of me in a long line at the store.
feeling-impotent-digital,posted my photo without consent|forwarded my email to others|tagged me publicly without context,Impotent|anxious|hurt,Privacy|To be seen|Accountability|Justice,A photo of me was posted publicly without asking first.
feeling-in pain-work,feedback given in public|credit taken by someone else|deadline moved earlier without asking,In pain|anxious|hurt,Accountability|Justice|To be heard|Peer Respect,Feedback about me was given publicly without any heads-up.
feeling-in pain-relationship,stopped replying for days|canceled plans last minute|compared me to an ex,In pain|anxious|hurt,Closeness|To be seen|Love/Caring|Acceptance,They canceled our plan at the last minute and stopped replying.
feeling-in pain-public,cut in line at checkout|crowded train pressed against me|someone shouted near my ear,In pain|anxious|hurt,Equality|Respect|Safety|Community,Someone cut in front of me in a long line at the store.
feeling-in pain-digital,posted my photo without consent|forwarded my email to others|tagged me publicly without context,In pain|anxious|hurt,Privacy|To be seen|Accountability|Justice,A photo of me was posted publicly without asking first.
feeling-jealous-work,feedback given in public|credit taken by someone else|deadline moved earlier without asking,Jealous|anxious|hurt,Accountability|Justice|To be heard|Peer Respect,Feedback about me was given publicly without any heads-up.
feeling-jealous-relationship,stopped replying for days|canceled plans last minute|compared me to an ex,Jealous|anxious|hurt,Closeness|To be seen|Love/Caring|Acceptance,They canceled our plan at the last minute and stopped replying.
feeling-jealous-public,cut in line at checkout|crowded train pressed against me|someone shouted near my ear,Jealous|anxious|hurt,Equality|Respect|Safety|Community,Someone cut in front of me in a long line at the store.
feeling-jealous-digital,posted my photo without consent|forwarded my email to others|tagged me publicly without context,Jealous|anxious|hurt,Privacy|To be seen|Accountability|Justice,A photo of me was posted publicly without asking first.
feeling-terrified-work,feedback given in public|credit taken by someone else|deadline moved earlier without asking,Terrified|anxious|hurt,Accountability|Justice|To be heard|Peer Respect,Feedback about me was given publicly without any heads-up.
feeling-terrified-relationship,stopped replying for days|canceled plans last minute|compared me to an ex,Terrified|anxious|hurt,Closeness|To be seen|Love/Caring|Acceptance,They canceled our plan at the last minute and stopped replying.
feeling-terrified-public,cut in line at checkout|crowded train pressed against me|someone shouted near my ear,Terrified|anxious|hurt,Equality|Respect|Safety|Community,Someone cut in front of me in a long line at the store.
feeling-terrified-digital,posted my photo without consent|forwarded my email to others|tagged me publicly without context,Terrified|anxious|hurt,Privacy|To be seen|Accountability|Justice,A photo of me was posted publicly without asking first.
feeling-thwarted-work,feedback given in public|credit taken by someone else|deadline moved earlier without asking,Thwarted|anxious|hurt,Accountability|Justice|To be heard|Peer Respect,Feedback about me was given publicly without any heads-up.
feeling-thwarted-relationship,stopped replying for days|canceled plans last minute|compared me to an ex,Thwarted|anxious|hurt,Closeness|To be seen|Love/Caring|Acceptance,They canceled our plan at the last minute and stopped replying.
feeling-thwarted-public,cut in line at checkout|crowded train pressed against me|someone shouted near my ear,Thwarted|anxious|hurt,Equality|Respect|Safety|Community,Someone cut in front of me in a long line at the store.
feeling-thwarted-digital,posted my photo without consent|forwarded my email to others|tagged me publicly without context,Thwarted|anxious|hurt,Privacy|To be seen|Accountability|Justice,A photo of me was posted publicly without asking first.
need-acceptance-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Acceptance|Equality|Community,The venue had no ramp even though accessibility was requested.
need-acceptance-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Acceptance|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-accomplishment-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Accomplishment|Equality|Community,The venue had no ramp even though accessibility was requested.
need-accomplishment-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Accomplishment|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-accountability-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Accountability|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-accountability-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Accountability|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-act-freely-relationship,no response after heartfelt share|forgot important date|withheld affection for weeks,anxious|frustrated|hurt,Act Freely|Closeness|Love/Caring,I shared something personal and received no response for days.
need-act-freely-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Act Freely|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-appreciation-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Appreciation|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-appreciation-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Appreciation|Equality|Community,The venue had no ramp even though accessibility was requested.
need-authenticity-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Authenticity|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-authenticity-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Authenticity|Equality|Community,The venue had no ramp even though accessibility was requested.
need-beauty-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Beauty|Equality|Community,The venue had no ramp even though accessibility was requested.
need-beauty-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Beauty|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-causality-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Causality|Equality|Community,The venue had no ramp even though accessibility was requested.
need-causality-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Causality|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-choose-freely-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Choose Freely|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-choose-freely-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Choose Freely|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-closeness-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Closeness|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-closeness-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Closeness|Equality|Community,The venue had no ramp even though accessibility was requested.
need-community-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Community|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-community-relationship,no response after heartfelt share|forgot important date|withheld affection for weeks,anxious|frustrated|hurt,Community|Closeness|Love/Caring,I shared something personal and received no response for days.
need-consistency-relationship,no response after heartfelt share|forgot important date|withheld affection for weeks,anxious|frustrated|hurt,Consistency|Closeness|Love/Caring,I shared something personal and received no response for days.
need-consistency-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Consistency|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-contribution-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Contribution|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-contribution-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Contribution|Equality|Community,The venue had no ramp even though accessibility was requested.
need-do-things-at-my-own-pace-and-in-my-own-way-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Do things at my own pace and in my own way|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-do-things-at-my-own-pace-and-in-my-own-way-relationship,no response after heartfelt share|forgot important date|withheld affection for weeks,anxious|frustrated|hurt,Do things at my own pace and in my own way|Closeness|Love/Caring,I shared something personal and received no response for days.
need-equality-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Equality|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-equality-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Equality|Equality|Community,The venue had no ramp even though accessibility was requested.
need-friendship-relationship,no response after heartfelt share|forgot important date|withheld affection for weeks,anxious|frustrated|hurt,Friendship|Closeness|Love/Caring,I shared something personal and received no response for days.
need-friendship-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Friendship|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-genuineness-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Genuineness|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-genuineness-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Genuineness|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-growth-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Growth|Equality|Community,The venue had no ramp even though accessibility was requested.
need-growth-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Growth|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-justice-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Justice|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-justice-relationship,no response after heartfelt share|forgot important date|withheld affection for weeks,anxious|frustrated|hurt,Justice|Closeness|Love/Caring,I shared something personal and received no response for days.
need-love-caring-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Love/Caring|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-love-caring-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Love/Caring|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-mattering-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Mattering|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-mattering-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Mattering|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-need-for-all-living-things-to-flourish-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Need for all living things to flourish|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-need-for-all-living-things-to-flourish-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Need for all living things to flourish|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-need-to-matter-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Need to matter|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-need-to-matter-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Need to matter|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-non-judgmental-communication-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Non-judgmental Communication|Equality|Community,The venue had no ramp even though accessibility was requested.
need-non-judgmental-communication-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Non-judgmental Communication|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-nurturing-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Nurturing|Equality|Community,The venue had no ramp even though accessibility was requested.
need-nurturing-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,Nurturing|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
need-peer-respect-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Peer Respect|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-peer-respect-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Peer Respect|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-physical-fitness-relationship,no response after heartfelt share|forgot important date|withheld affection for weeks,anxious|frustrated|hurt,Physical Fitness|Closeness|Love/Caring,I shared something personal and received no response for days.
need-physical-fitness-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Physical Fitness|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-relaxation-home,noise during quiet hours|shared space left messy|thermostat changed without asking,anxious|tense|worried,Relaxation|Consistency|Respect,The thermostat was changed several degrees without checking with me.
need-relaxation-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Relaxation|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-self-expression-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,Self expression|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-self-expression-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,Self expression|Equality|Community,The venue had no ramp even though accessibility was requested.
need-to-be-heard-work,meeting started early without me|decision made before I arrived|scope expanded without check‑in,anxious|frustrated|hurt,To be heard|To be heard|Peer Respect,A decision about my work was made before I joined the meeting.
need-to-be-heard-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,To be heard|Equality|Community,The venue had no ramp even though accessibility was requested.
need-to-be-seen-community,no ramp available|group event not inclusive|public tag without consent,anxious|tense|worried,To be seen|Equality|Community,The venue had no ramp even though accessibility was requested.
need-to-be-seen-health,appointment started late|results portal not updated|discussed private details in public,anxious|tense|worried,To be seen|Privacy|Respect,The appointment started 45 minutes late and test results still show pending.
my-boss-dismissed-me,my boss dismissed my concern|my boss said I'm overreacting|my boss brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
my-boss-ignored-boundary,my boss crossed my boundary|my boss kept pushing after I said no|my boss insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
my-boss-public-critique,my boss criticized me publicly|my boss called me out in front of others|my boss pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
my-boss-took-credit,my boss took credit for my work|my boss presented my work as theirs|my boss left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
my-boss-excluded,my boss left me out of the invite|my boss didn't include me|my boss planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
my-manager-dismissed-me,my manager dismissed my concern|my manager said I'm overreacting|my manager brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
my-manager-ignored-boundary,my manager crossed my boundary|my manager kept pushing after I said no|my manager insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
my-manager-public-critique,my manager criticized me publicly|my manager called me out in front of others|my manager pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
my-manager-took-credit,my manager took credit for my work|my manager presented my work as theirs|my manager left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
my-manager-excluded,my manager left me out of the invite|my manager didn't include me|my manager planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
my-coworker-dismissed-me,my coworker dismissed my concern|my coworker said I'm overreacting|my coworker brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
my-coworker-ignored-boundary,my coworker crossed my boundary|my coworker kept pushing after I said no|my coworker insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
my-coworker-public-critique,my coworker criticized me publicly|my coworker called me out in front of others|my coworker pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
my-coworker-took-credit,my coworker took credit for my work|my coworker presented my work as theirs|my coworker left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
my-coworker-excluded,my coworker left me out of the invite|my coworker didn't include me|my coworker planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
my-partner-dismissed-me,my partner dismissed my concern|my partner said I'm overreacting|my partner brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
my-partner-ignored-boundary,my partner crossed my boundary|my partner kept pushing after I said no|my partner insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
my-partner-public-critique,my partner criticized me publicly|my partner called me out in front of others|my partner pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
my-partner-took-credit,my partner took credit for my work|my partner presented my work as theirs|my partner left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
my-partner-excluded,my partner left me out of the invite|my partner didn't include me|my partner planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
my-friend-dismissed-me,my friend dismissed my concern|my friend said I'm overreacting|my friend brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
my-friend-ignored-boundary,my friend crossed my boundary|my friend kept pushing after I said no|my friend insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
my-friend-public-critique,my friend criticized me publicly|my friend called me out in front of others|my friend pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
my-friend-took-credit,my friend took credit for my work|my friend presented my work as theirs|my friend left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
my-friend-excluded,my friend left me out of the invite|my friend didn't include me|my friend planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
my-parent-dismissed-me,my parent dismissed my concern|my parent said I'm overreacting|my parent brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
my-parent-ignored-boundary,my parent crossed my boundary|my parent kept pushing after I said no|my parent insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
my-parent-public-critique,my parent criticized me publicly|my parent called me out in front of others|my parent pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
my-parent-took-credit,my parent took credit for my work|my parent presented my work as theirs|my parent left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
my-parent-excluded,my parent left me out of the invite|my parent didn't include me|my parent planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
my-sibling-dismissed-me,my sibling dismissed my concern|my sibling said I'm overreacting|my sibling brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
my-sibling-ignored-boundary,my sibling crossed my boundary|my sibling kept pushing after I said no|my sibling insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
my-sibling-public-critique,my sibling criticized me publicly|my sibling called me out in front of others|my sibling pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
my-sibling-took-credit,my sibling took credit for my work|my sibling presented my work as theirs|my sibling left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
my-sibling-excluded,my sibling left me out of the invite|my sibling didn't include me|my sibling planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
my-roommate-dismissed-me,my roommate dismissed my concern|my roommate said I'm overreacting|my roommate brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
my-roommate-ignored-boundary,my roommate crossed my boundary|my roommate kept pushing after I said no|my roommate insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
my-roommate-public-critique,my roommate criticized me publicly|my roommate called me out in front of others|my roommate pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
my-roommate-took-credit,my roommate took credit for my work|my roommate presented my work as theirs|my roommate left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
my-roommate-excluded,my roommate left me out of the invite|my roommate didn't include me|my roommate planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
a-neighbor-dismissed-me,a neighbor dismissed my concern|a neighbor said I'm overreacting|a neighbor brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
a-neighbor-ignored-boundary,a neighbor crossed my boundary|a neighbor kept pushing after I said no|a neighbor insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
a-neighbor-public-critique,a neighbor criticized me publicly|a neighbor called me out in front of others|a neighbor pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
a-neighbor-took-credit,a neighbor took credit for my work|a neighbor presented my work as theirs|a neighbor left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
a-neighbor-excluded,a neighbor left me out of the invite|a neighbor didn't include me|a neighbor planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
a-teacher-dismissed-me,a teacher dismissed my concern|a teacher said I'm overreacting|a teacher brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
a-teacher-ignored-boundary,a teacher crossed my boundary|a teacher kept pushing after I said no|a teacher insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
a-teacher-public-critique,a teacher criticized me publicly|a teacher called me out in front of others|a teacher pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
a-teacher-took-credit,a teacher took credit for my work|a teacher presented my work as theirs|a teacher left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
a-teacher-excluded,a teacher left me out of the invite|a teacher didn't include me|a teacher planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
a-landlord-dismissed-me,a landlord dismissed my concern|a landlord said I'm overreacting|a landlord brushed me off|dismissed my concern|said I'm overreacting|brushed me off,Agitated|hurt|frustrated,To be heard|Acceptance|Respect,"After I shared, they said I was overreacting."
a-landlord-ignored-boundary,a landlord crossed my boundary|a landlord kept pushing after I said no|a landlord insisted after I declined|crossed my boundary|kept pushing after I said no|insisted after I declined,Defiant|tense|anxious,Act Freely|Autonomy|Respect,"I said no, and they kept pushing."
a-landlord-public-critique,a landlord criticized me publicly|a landlord called me out in front of others|a landlord pointed at my mistake loudly|criticized me publicly|called me out in front of others|pointed at my mistake loudly,Distressed|embarrassed|anxious,Peer Respect|Justice|To be seen,They highlighted my mistake in front of everyone.
a-landlord-took-credit,a landlord took credit for my work|a landlord presented my work as theirs|a landlord left my name off|took credit for my work|presented my work as theirs|left my name off,Jealous|hurt|angry,Accomplishment|Acknowledgement|Justice,My contribution was presented without my name.
a-landlord-excluded,a landlord left me out of the invite|a landlord didn't include me|a landlord planned without telling me|left me out of the invite|didn't include me|planned without telling me,Helpless|lonely|sad,Community|Friendship|To be seen,An event was planned without inviting me.
