cue,patterns (|),feelings (|),needs (|),example
nurse-moderation-removed-no-reason,nurse removed my post without reason|thread locked by nurse|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
nurse-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
nurse-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
nurse-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
nurse-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
nurse-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
nurse-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
nurse-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
nurse-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
nurse-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
nurse-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,nurse began the procedure without wearing the required gloves.
nurse-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
nurse-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
nurse-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
nurse-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,nurse opened my door and stepped in without knocking.
nurse-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
nurse-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
nurse-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
nurse-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
nurse-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
nurse-comparison-better-than,"compared me to someone else|'unlike X, you' from nurse|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,nurse said someone else handles it better than me.
nurse-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from nurse."
therapist-ignored-message,therapist ignored my message|therapist left me on read|therapist did not reply|seen .* no reply from therapist|I feel like therapist ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to therapist and saw 'seen' with no reply for 48 hours.
therapist-changed-plan-without-asking,therapist changed the plan without asking|therapist decided for me|therapist made plans without me|therapist told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,therapist changed the plan and told me what I'd be doing without checking.
therapist-overcharged,charged .* extra at checkout|price higher than quoted by therapist|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from therapist included a fee that wasn't in the quote.
therapist-lost-item,lost my .*|my .* was misplaced|therapist can't find my paperwork|therapist lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,therapist couldn't find the paperwork I handed them last week.
therapist-breach-privacy,therapist shared my info without consent|therapist forwarded my email|therapist posted my photo without asking|screenshot of our chat shared by therapist|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,therapist posted a screenshot of our chat in a group without asking.
therapist-public-criticism,therapist criticized me in public|therapist called me out in front of others|therapist pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,therapist highlighted my mistake during the meeting while others watched.
therapist-credit-taken,therapist took credit for my work|therapist presented my work as theirs|therapist left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by therapist without my name mentioned.
therapist-deadline-moved-earlier,deadline moved up by therapist|due date pulled earlier by therapist|asked for delivery sooner than agreed by therapist,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
therapist-muted-or-removed,therapist muted me|therapist removed me from the call|therapist kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,therapist muted me while I was speaking.
therapist-meeting-started-without-me,meeting started early|decisions made before I joined|therapist began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
therapist-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
therapist-appointment-canceled-last-minute,appointment canceled last minute by therapist|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,therapist canceled 30 minutes before the appointment.
therapist-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, therapist kept spelling my name wrong."
therapist-conditional-invite,invited only if .*|'you can come if' from therapist|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,therapist said I could come only if I handled the driving.
therapist-backhanded-compliment,therapist gave a backhanded compliment|'for someone like you' comment from therapist|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"therapist said, 'You're articulate for someone so young.'"
therapist-gaslight-phrases,therapist said 'that's not what happened' after I described it|therapist said I'm imagining things|'you're crazy' from therapist|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, therapist said it never happened."
therapist-omitted-context,therapist left out key info|therapist didn't share the requirement|therapist omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
therapist-policy-enforced-selectively,rule applied to me not others|selective enforcement by therapist|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
therapist-moderation-removed-no-reason,therapist removed my post without reason|thread locked by therapist|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
therapist-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
therapist-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
therapist-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
therapist-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
therapist-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
therapist-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
therapist-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
therapist-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
therapist-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
therapist-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,therapist began the procedure without wearing the required gloves.
therapist-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
therapist-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
therapist-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
therapist-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,therapist opened my door and stepped in without knocking.
therapist-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
therapist-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
therapist-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
therapist-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
therapist-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
therapist-comparison-better-than,"compared me to someone else|'unlike X, you' from therapist|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,therapist said someone else handles it better than me.
therapist-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from therapist."
cashier-ignored-message,cashier ignored my message|cashier left me on read|cashier did not reply|seen .* no reply from cashier|I feel like cashier ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to cashier and saw 'seen' with no reply for 48 hours.
cashier-changed-plan-without-asking,cashier changed the plan without asking|cashier decided for me|cashier made plans without me|cashier told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,cashier changed the plan and told me what I'd be doing without checking.
cashier-overcharged,charged .* extra at checkout|price higher than quoted by cashier|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from cashier included a fee that wasn't in the quote.
cashier-lost-item,lost my .*|my .* was misplaced|cashier can't find my paperwork|cashier lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,cashier couldn't find the paperwork I handed them last week.
cashier-breach-privacy,cashier shared my info without consent|cashier forwarded my email|cashier posted my photo without asking|screenshot of our chat shared by cashier|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,cashier posted a screenshot of our chat in a group without asking.
cashier-public-criticism,cashier criticized me in public|cashier called me out in front of others|cashier pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,cashier highlighted my mistake during the meeting while others watched.
cashier-credit-taken,cashier took credit for my work|cashier presented my work as theirs|cashier left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by cashier without my name mentioned.
cashier-deadline-moved-earlier,deadline moved up by cashier|due date pulled earlier by cashier|asked for delivery sooner than agreed by cashier,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
cashier-muted-or-removed,cashier muted me|cashier removed me from the call|cashier kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,cashier muted me while I was speaking.
cashier-meeting-started-without-me,meeting started early|decisions made before I joined|cashier began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
cashier-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
cashier-appointment-canceled-last-minute,appointment canceled last minute by cashier|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,cashier canceled 30 minutes before the appointment.
cashier-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, cashier kept spelling my name wrong."
cashier-conditional-invite,invited only if .*|'you can come if' from cashier|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,cashier said I could come only if I handled the driving.
cashier-backhanded-compliment,cashier gave a backhanded compliment|'for someone like you' comment from cashier|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"cashier said, 'You're articulate for someone so young.'"
cashier-gaslight-phrases,cashier said 'that's not what happened' after I described it|cashier said I'm imagining things|'you're crazy' from cashier|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, cashier said it never happened."
cashier-omitted-context,cashier left out key info|cashier didn't share the requirement|cashier omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
cashier-policy-enforced-selectively,rule applied to me not others|selective enforcement by cashier|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
cashier-moderation-removed-no-reason,cashier removed my post without reason|thread locked by cashier|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
cashier-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
cashier-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
cashier-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
cashier-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
cashier-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
cashier-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
cashier-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
cashier-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
cashier-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
cashier-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,cashier began the procedure without wearing the required gloves.
cashier-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
cashier-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
cashier-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
cashier-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,cashier opened my door and stepped in without knocking.
cashier-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
cashier-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
cashier-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
cashier-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
cashier-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
cashier-comparison-better-than,"compared me to someone else|'unlike X, you' from cashier|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,cashier said someone else handles it better than me.
cashier-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from cashier."
server-ignored-message,server ignored my message|server left me on read|server did not reply|seen .* no reply from server|I feel like server ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to server and saw 'seen' with no reply for 48 hours.
server-changed-plan-without-asking,server changed the plan without asking|server decided for me|server made plans without me|server told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,server changed the plan and told me what I'd be doing without checking.
server-overcharged,charged .* extra at checkout|price higher than quoted by server|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from server included a fee that wasn't in the quote.
server-lost-item,lost my .*|my .* was misplaced|server can't find my paperwork|server lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,server couldn't find the paperwork I handed them last week.
server-breach-privacy,server shared my info without consent|server forwarded my email|server posted my photo without asking|screenshot of our chat shared by server|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,server posted a screenshot of our chat in a group without asking.
server-public-criticism,server criticized me in public|server called me out in front of others|server pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,server highlighted my mistake during the meeting while others watched.
server-credit-taken,server took credit for my work|server presented my work as theirs|server left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by server without my name mentioned.
server-deadline-moved-earlier,deadline moved up by server|due date pulled earlier by server|asked for delivery sooner than agreed by server,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
server-muted-or-removed,server muted me|server removed me from the call|server kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,server muted me while I was speaking.
server-meeting-started-without-me,meeting started early|decisions made before I joined|server began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
server-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
server-appointment-canceled-last-minute,appointment canceled last minute by server|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,server canceled 30 minutes before the appointment.
server-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, server kept spelling my name wrong."
server-conditional-invite,invited only if .*|'you can come if' from server|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,server said I could come only if I handled the driving.
server-backhanded-compliment,server gave a backhanded compliment|'for someone like you' comment from server|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"server said, 'You're articulate for someone so young.'"
server-gaslight-phrases,server said 'that's not what happened' after I described it|server said I'm imagining things|'you're crazy' from server|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, server said it never happened."
server-omitted-context,server left out key info|server didn't share the requirement|server omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
server-policy-enforced-selectively,rule applied to me not others|selective enforcement by server|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
server-moderation-removed-no-reason,server removed my post without reason|thread locked by server|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
server-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
server-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
server-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
server-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
server-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
server-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
server-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
server-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
server-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
server-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,server began the procedure without wearing the required gloves.
server-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
server-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
server-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
server-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,server opened my door and stepped in without knocking.
server-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
server-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
server-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
server-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
server-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
server-comparison-better-than,"compared me to someone else|'unlike X, you' from server|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,server said someone else handles it better than me.
server-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from server."
barista-ignored-message,barista ignored my message|barista left me on read|barista did not reply|seen .* no reply from barista|I feel like barista ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to barista and saw 'seen' with no reply for 48 hours.
barista-changed-plan-without-asking,barista changed the plan without asking|barista decided for me|barista made plans without me|barista told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,barista changed the plan and told me what I'd be doing without checking.
